标题,totalStarIcon1,resource_date
"周庄，这个名字起源于宋朝。然而她就真的仿佛如一名宋朝女子般安静秀美，白墙青瓦小桥流水穿着古代服装的女子摇撸弯船一瞬间仿佛我又回到了那个时代。
     漫步于巷子内两旁都是一排排的古代建筑，地面全是由石砖铺成。景区内有很多当地的特色文化元素丝绸、刺绣、竹艺、脚炉等等。在这里你可以去明朝富商沈万三家去参观，去看看叶楚伧故居，逸飞之家或者是去全福寺、澄虚道院、周庄博物馆等等好多地方。累了就找个饭馆歇歇脚品尝一下苏州美食，还可以给家人带回去有名的万三蹄髈。这里还有好多可以用名字作诗师傅，只要10块钱便可以当场做一首藏头诗。或者有兴趣的朋友也可以去戏园子听听戏。在这里的一天就好像体会到了古人的一天一样。
     说说要注意的吧，景区很大最起码要一天才能逛完。夜晚的周庄别有一番景色想夜游周庄的可以住下来。记得在景区服务站内要游览地图都是免费领取的。像这种古镇最好不要选人多的时候去不然所有感觉都没了你看到的就是人。偶尔还会有机会看的拍电影哦(´-ω-`) 。",5分,2019-02-27
周庄有着“天下第一水乡”的美誉，至始至终保留着古朴的气息，青瓦白砖的名宿；朴实勤劳的船家；都是一幅记录生活的真实写照。，木质的阁楼，各式各样的小店铺。 沿路的好些美景已经观赏了十之八九，返程途中坐了回乌篷船，河道宽的可以同时过两只小船，景色宜人。摇船的大妈便问是否要听她唱曲，每首十元。 阿姨嗓子一开那叫一个棒！值,5分,2019-02-18
今天刚开始有点毛毛细雨，游客不是很多。从苏州城区打车过去的。从百度上查，需要两个多小时。结果回来的时候坐公交不到两个小时就到啦！！！很美，人少，可以安心的拍照。不想回来的感觉。虽然都是商铺，但感觉价钱还可以的。没在吗那吃中午饭，不过，看似乎还可以。,5分,2019-02-13
第一次来周庄，感觉非常不错！小桥流水人家，江南特色，粉墙黛瓦、飞檐翘角、长街曲巷、小桥流水、古朴安谧，梦中的江南水乡大抵就是这副模样。没错，就是这个样子，等你真正来到了水乡小镇，你会发现你好像来到了梦境一般，有是曾到过的感觉。也许是看了好友的一篇游记，让我有了去周庄的冲动；也许是为了证明梦中的水乡之景，我踏上了去周庄的路途；也许是为了心中的一个念想，背上背包便置身于这如泼墨大画般的水乡岸边。周庄，我来了，一个陌生的地方，随意、随性享受你的柔美安静。,5分,2019-02-11
比较小，加吃饭3个小时足够，慢节奏细逛4个小时也足矣。沈家酒店在张厅沈厅中间，万三蹄比外面的酥烂好吃。其它小景点都是隐藏在巷子里的，不仔细看容易错过。怪楼进不去，不知道为什么。纸箱王拍照极棒，里面还可以吃特色纸上火锅，最喜欢的就是这里了。周庄最好要住一晚，夜景不错。然后白天逛景点内部，跟着导游听下沈厅讲解。,5分,2018-11-13
在携程购买的周庄门票，使用很方便，而且比在游客中心购买便宜。如果要在周庄住宿，取票入园后务必记得去拍照，拍照点在入口内侧的左边。拍照后门票三天有效，还可以多次出入景区。如果不拍照，门票次日就失效了，即使不外出，也不能进需要验票的景点了。周庄是AAAAA景区，小桥流水人家的风光很美。我们是中秋节之前去的，但景观灯已开始亮灯了，夜景很美。,5分,2018-10-16
"现在周庄还有花灯，所以建议晚上去，看看夜景和花灯，而且晚上人还少。住一晚上民宿，早上早点起，感受下，清晨古镇的清幽。
古镇一大看点就是小桥 流水 人家，蜿蜒的石板路，曲折的流水，白墙青瓦在蓝天白云的映衬下，别有一番江南风韵…",5分,2018-10-11
在昆山待了三年多，古镇早已走遍，昆山的旅游景点主打古镇，像周庄、千灯、锦溪、正仪、甪直等等。但平心而论，最有特色的还属周庄，号称中国第一水乡，满足了大多数人心目中小桥流水人家的梦想。景区内有沈万三故居，很是值得一看，同时也是《新白娘子传奇》取景地，来这里参观的人一年四季络绎不绝。游走在古镇，观赏着小桥流水，品一份昆山独有的奥灶面，岂不美哉。,5分,2018-10-07
去周庄一定要在那住上一晚，晚上出来看看街头小巷，灯红酒绿，热闹非凡，但她又是安静的，凌晨五六点的时候有点清冷，适合这个没人的时候出去拍拍照。虽然国庆节去人有点多，不过大家穿行在一条条窄巷子里也颇有味道。还有给你们安利一个老爷爷，是我们从全福寺回希尔青旅的时候遇到的，很随和，还会说一两句普通话。英语，日语，泰语，韩语，把我们逗得开心死了。还有他家门上写着区区小摊，莫看轻，顿时感觉老爷爷好厉害，老一辈的人都很喜欢学习。去苏州玩一定要去周庄，住一晚，逛上一天。苏州之行，最喜欢周庄了。,5分,2018-10-05
"古镇比我想像小一些，感受慢节奏的生活，我觉得一天也够转的了。打算享受一下水乡古镇的清静就在古镇里住一晚。古镇里客栈很多，各种价格都有。镇里有些饭店的菜单可能是统一印刷的，统一价格，也许味道有所区别，但是我吃着还不错。坐长途大巴到周庄新客运站，可以坐261路公交1元到新牌楼再走进古镇也就用时15-20分钟，很方便的。进镇时我打车20元,司机可以把送到你想去的检票口。",5分,2018-08-20
周庄古镇江南水乡之一，小桥流水与人家是古镇的标志与名片，来古镇建议不要打卡似的，要留有时间静心漫游，周庄在江南古镇中面积属于偏大的咯，内有名人故居，南湖，全福古寺等，台湾纸箱王晚上尤为热闹，驻唱歌手可以点歌助兴，晚餐套餐也为方便，一边听歌一边就餐一解白日的劳累。游览古镇最好是在古镇里住宿一晚，这样可以体会古镇的民风与日落西山的美景，还可以一睹太阳☀从南湖永福大桥上冉冉升起，漫步古镇石板路上体验古镇从晨曦中苏醒，美极了。,5分,2018-08-18
周庄，大家都可亲眼去欣赏江南水乡的美，并亲耳聆听以沈万三为代表人物的一代富豪奋斗史，历史的脚步似乎并未走远。历史是一本极富营养元素的书，感受历史，感动人物，开拓视野，热爱我中华民族。旅行，起于眼睛与耳朵，浸入内心，不管天多热，路多远，身虽疲，心已足！,5分,2018-08-14
"这里景很美。小桥流水人家 不愧是“江南第一水乡”！其实最主要的就是看青瓦式的古房 配上江南流水 傍晚吹吹风 晚上看看古镇夜景再到酒吧喝喝茶之类的总之不错的

①推荐住宿：转角遇见客栈，老板会帮你买门票88块钱而已
②食：海龙王饭店（很不错的 最重要是不贵）
③玩：还可以在傍晚或阴凉时坐游船 听听船夫唱民歌（但听歌需要每人5块）
④三毛茶馆值得一去 馆里的楼主是三毛的朋友！！馆里有很多三毛与荷西的文字照片等。靠近河边喝喝茶与主人聊天也很不错哦
⑤也同时看看沈厅之类的",5分,2018-08-09
周庄是一座江南小镇，有“中国第一水乡”之誉，是国家首批5A级景区。周庄始建于1086年（北宋元祐元年），因邑人周迪功先生捐地修全福寺而得名。春秋时为吴王少子摇的封地，名为贞丰里。周庄位于苏州昆山，是江南六大古镇之一，周庄历史悠久，是典型的江南水乡风貌，有独特的人文景观，是中国水乡文化和吴地方文化的瑰宝。,5分,2018-08-04
有一种生活叫周庄。中国第一水乡，有水的地方就有生机，全镇依河成街，桥街相连，是江南典型的小桥流水人家。沈万三故居、双桥，张厅的‘’轿从门前进，船自家中过‘’， 至今保留着明清风貌，尽显江南民居独特之魅力，质朴的沧桑，远离尘嚣。随风送来阵阵的昆曲、小调，轻舟荡漾，构成了水乡神韵。高挂的红灯笼，枕水的人家，构成一幅江南水墨画。周庄的景、周庄的美都带不走，但足迹留在了这里，这份路过留给了回忆。,5分,2018-08-01
"“让人无法安放的青春”
不得不说，太美了！纵使是假期高峰期去的，人特别多。
但独特的“城”，韵味、底蕴，无不深深吸引了我的眼球。过去，不一定按照导游图，每一个景点必去，但一定留意每一处细节，多点好奇心，往人不多的乡里胡同多走走，探探究竟，兴许就有惊喜给你！独特的美景就无意间被打开了！
还有，万三猪蹄是一定要买的，或者沈万三的发家史，周庄的发掘开发，三毛的到访等，都待你去了解！
周庄，来了还想再去的地方！
赞誉！",5分,2018-07-28
到了苏州不去周庄会很遗憾，如果时间富裕，从昆山南出发可以同时玩儿到锦溪古镇和周庄，他俩很近。周庄适合住一晚，门票72小时有效，进大门后到旁边小屋照个照片打印成纸条就好。古镇虽然也很商业化，但就是让人有种说不上来的好感。绕镇的河流水质还算可以，里面很多小鱼小虾的。,5分,2018-07-20
买4号线地铁坐到终点站同里，大约1个小时，出地铁站滴滴打车50元左右，半个小时到达周庄古镇。携程订票88元1人。周庄是江南最早闻名于世的水乡古镇，被称为“中国第一水乡”。这里有不少古代民居建筑古迹，最有名的要数张厅、沈厅，以及充满神秘感的沈万三水底墓，相传那是沈万三的衣冠冢。转完看看南湖秋月，再乘坐一条摇橹小船，听听小曲。坐船一条150元吧，有点记不清了，听曲只要20元就行。上岸后，找一家馆子解决午餐。可以在大众点评上搜哪家好，我们选的桔梗餐厅，强烈推荐小河虾。还有好多店家会在门口吆喝，也可以到边上的渔村去吃，经济实惠。,5分,2018-07-13
周庄景色的确很美！就是五一假期人太多，桥面、小巷接踵摩肩，张厅、沈厅都没进，人太多了。若想坐乌篷船，至少要等2个小时。本来从苏州北广场车站带周庄客运站只要1个小时，一路严重堵车，轿车全部被要求绕道，集中停在离周庄约5公里的临时停车场，由摆渡巴士送到周庄入口。,5分,2018-04-30
早上7.30左右去的，确实挺挺大的，里面古风气息很浓，玩了：张厅（徐梦清后代所建）沈厅（江南首付沈万三的家）逸飞之家、周庄博物馆，等古建筑。要是情侣的话一定要体验一下小桥上的美好年华：全福长桥，富安桥。在上面看小河水还是很有感觉的！再有就是南湖秋月园了，湖边自然气息很浓，还可以乘快艇在湖面穿行，很爽。周庄内部还有好多小吃，去的话中午不出来一定要点一下沈万三家的八大碗!很好吃。尤其是万三猪蹄，香艳美味!建议在早上9.30左右进去，先转一半，中午吃完饭，再转剩下一半出来。大概要3～4个小时吧。,5分,2018-04-29
